,Name,Line
40962,pam,listen i know you really like ryan
40963,michael,no i wont even consider it
40964,pam,michael i sits down i hate to say this but you know this special bond that youve always felt with ryan where like youre best friends or youre his mentor or something
40965,michael,right yes yeah best friendmentor
40966,pam,michael i think that feeling only goes one way and i think that ryan knows that and hes taking advantage of you
40967,michael,i think you are wrong
40968,pam,and there are a lot of other people in this office who have money at stake other people you care about
40969,michael,you may be right i may be crazy
40970,pam,dont
40971,michael,im just saying that i think i agree with your point
40972,pam,yeah but in a jokey way where youre gonna start singing
40973,michael,i thought it might make me feel better
40974,pam,okay go ahead
40975,michael,singing but it just may be a lunatic stops singing no
40976,jim,hovering over merediths desk oh nice wasting time here we go
40977,meredith,hey back off its solitare
40978,creed,hey kidhear youre looking for work
40979,jim,talk to me
40980,creed,how far can you reach those lovely long arms of yours jim reaching his arms out as far as he can go eh put em down how long can you hold that pretty little breath of yours jim inhales good
40981,gabe,hey jim are you distracting these people
40982,creed,were working jim still holding his breath
40983,gabe,can you at least try to look busy jim exhales
40984,jim,listening to and editing jos book on tape
40985,jo,the moment darla put the cupcake in her mouth her daddy pulled her aside and said youre too fat no ones gonna like you if youre too fat the next time i saw david geffen was at the buffalo club i love you you gay bastard i said you gay bastard i s gay ba gay b
40986,ryan,michael hows it going bro
40987,michael,good good bro
40988,ryan,hey thanks so much for having my back out there
40989,michael,always have your back so any ideas on how we can get over this nineday hump here
40990,ryan,i have nothing but ideas the thing is they all require money
40991,michael,nine days though thats like
40992,ryan,look i know ive tapped you so hard
40993,michael,yes you have tapped this hard
40994,ryan,laughs oh you are funny michael youpeople people dont give you enough credit
40995,michael,maybe i could take a second mortgage on my condo
40996,ryan,well a lot of people are doing that and there dont seem to be any consequences and they say the rates have never been lower
40997,michael,so you would think thats a good idea for me to do
40998,ryan,think about this you and me on a private plane flown by our private pilot
40999,michael,mmhmm
41000,ryan,eating our private meal cooked by our private chef
41001,michael,yeah well we never even have dinner now so
41002,ryan,we totally should
41003,michael,tonight
41004,ryan,i gotta work on this
41005,michael,oh right what am i saying rain check
41006,ryan,yeah michael closes the door
41007,dwight,and now by show of applause we will crown this years hay king all in favor of purebred crowd applauds put your hands together for mixed bread crowd applauds and lets hear it for purebred crowd applauds mm it appears we have a threeway tie i have no choice but to pick the hay king myself i pick all three contestants begging for dwight to pick them me i am your hay king all hail your hay king drowd leaves disgusted as dwights worker claps
41008,dwight,did i truck  bales of hay to a parking lot to rectify some childhood disappointment yes
41009,jan,so if i were to call dunder mifflin and ask for miss angela martin would i get through to you
41010,angela,you would and if i were to call your house and ask for your wife would i get through to you
41011,jan,my wife passed away a few years ago
41012,angela,how tragic very sorry to hear that
41013,jan,thank you
41014,kevin,still stuck in maze help hello oh helpruns around the maze
41015,darryl,opens the door the ryans office grabs him by the shirt pulls him out of his chair consider it a wuphf in person shoves ryan down to a chair
41016,andy,your doing the wrong thing youre gonna lose michaels investment youre gonna lose ours
41017,darryl,you got this crazy opportunity to get our money back tell mike to sell
41018,andy,if you tell michael to sell hell sell
41019,ryan,im betting on myself
41020,stanley,its a bad bet
41021,michael,hello
41022,ryan,hey its an ambush here nobody here believes in this company will you tell them theyre wrong
41023,darryl,its not that we dont believe in the company we dont believe in you
41024,andy,all those in favor of selling say aye all say aye
41025,michael,i do not agree to sell which is to say nay
41026,darryl,what is wrong with you what happened to you in high school
41027,stanley,michael are you that blind
41028,michael,im not blind i know exactly who he is he is selfish and lazy and imageobsessed and he is a bad friend all seem to be in agreenment and hes also clever and he shoots incredibly high and he may just make it but you know what even if he doesnt i would rather go broke betting on my people than get rich all by myself on some island like a castaway and there is no middle ground
41029,andy,youre gonna lose all of our money
41030,michael,only if he fails and you know what ryan i believe in you just like i believe in all of you you have nine days to save everybodys money
41031,ryan,oh uh thats a lot of pressure iim gonna need some more time
41032,michael,you cant have it
41033,ryan,okay i wont let you down ryan goes back into his office and shuts the door
41034,dwight,angela slides open the door angela sees a note on the door reads it and then crumples it up
41035,michael,the world sends people your way ryan came to me through a temp agency andy was transferred here no idea where creed came from the point is you just have to play with the cards that youre dealt camera pans to different people in the office jim that guy is an ace dwight is my king up my sleeve phyllis is my old maid oscar is my queen thats easy gimme a hard one thats what oscar said toby is the instruction card you throw away pams a solid seven and yeah you know what ryan is probably like a two but sometimes twos can be wild so watch out and i am obviously the joker so phone rings computer chimes etc thats uh
41037,michael,thank god
