Name,Line
jo,better
deangelo,neil patrick harris
jo,hes in little shop of horrors on broadway now we need michael scott the best darn dundies host on both sides of the mississippi everyone in the audience is laughing
deangelo,ughhh i gotta find michael scott and then i gotta russel brand impression get him to the dundies
deangelo,in the office near the accountants hey can you help me find michael scott angela
angela,michael is wearing a blond wig talking in a high obnoxious voice my boyfriend can hes a state senator
attendant,laughing
deangelo,mmhmm
angela,oh wait he cant help because that title has no meaning
oscar,laughing
oscar,try jim deangelo hell be able to help
deangelo,jim do you know where i can find michael scott
jim,michael is wearing a wig that is very close to jims actual hair and he is wearing fake earrings and speaking in a punkish deep voice i totally dont know where michael is dude hey you wanna listen to some records
jim,shaking head at the camera
deangelo,no one is listening to me and im running out of time
phyllis,micheal dressed as phyllis pretending to knit well what are you talking about cracking noise ohh ohh falls onto the ground ive fallen and i cant get up
deangelo,maybe i just need to look into my heart in the bathroom in front of the mirror deangelo where is michael scott his reflection in the mirror turns around to reveal that it is michael
michael,im here deangelo gasps and turns around in a good way ive been here the whole time
oscar,the analytical part of me wants to examine it but i know it has no content
dwight,ladies and gentlemen please stand up for you cohost this evening michael gary scott michael comes running up to stage as people applaud please remain standing for your other cohost and new manager deangelo jeremitrius vickers deangelo presents himself and changes his mind and runs off was that part of the
michael,in the bathroom deangelo what are you doing theres a live audience out there
deangelo,go do it by yourself get ryan
michael,no ryan would never do it its too on the radar look look the boss hosts the dundies its sort of our perk
deangelo,this was not part of the job description
michael,listen to me youre not doing this for me youre not doing this for you youre not even doing this for them
deangelo,who am i doing this for
michael,slaps him youre doing this for all those kids out there eating off the louie volpies kids menu wondering does it get better what i want you to do is i want you to say its showtime get out there
deangelo,i cant michael slaps him again
michael,say it
deangelo,stop hitting me
michael,you can do it just say it
deangelo,hit me again michael slaps him once more
michael,now hit me deangelo slaps him one two three
together,its showtime
michael,alright here we go
michael,okay okay sorry about the delay everybody but we were at the dmv waiting in line everyone laughs
deangelo,fall asleep right after sex huh guys
jim,nope go back to the script
michael,there are a lot of great salesmen in this office but one of our great salesmen is also a great dad and a close personal friend of mine jim halpert best dad dundie dwight plays a celebratory honking noise on his keyboard
jim,wow i do not parent for the award but i gotta tell you it feels pretty good uh cece if youre watching this at home its way past your bedtime by the way howd this get televised
michael,well done
jim,i dont know maybe being a good dad is just all in your own compass i dont know i dont know thank you
michael,alright all applaud jim
pam,you didnt think to mention me huh
jim,didnt i
michael,which moves us to best mom dundie pam gets ready and jim smiles at her i guess we all kinda consider her a mom around the office meredith palmer
meredith,jogs up and makes out with michael who is unwilling tell ya one thing im not gonna be a good mom tonight whooo
dwight,excuse me can i get a photo of the best mom and the best dad please
jim,i gotta go do this
pam,annoyed why
dwight,big smiles folks there they are
michael,year after year i catch a lot of flak on this particular award because year after year i present this award to a guy instead of a girl hottest in the office goes to ryan stands up danny cordray ryan quickly sits danny couldnt be here tonight
